id,employee_id,teachos_user_id,full_name,org_email,mobile,date_of_joining,department,sub_department,designation,direct_manager,work_location,workspace,gender,current_state,current_city,darwin_employee_status,in_darwin,in_teachos,teachos_role,teachos_category,teachos_manager,institutes,computed_status,manual_status,exit_date,converted_university_name,notes,classification,classification_reason,exit_flag,exit_flag_status,exit_flag_date,in_darwin_full_roster,dept_bucket,dept_area,deployment_status,payroll_candidate_matched,payroll_candidate_note
82,,c25420f106c147be8a1e569a04a0e7ec,CHANAMALLU KAUSHIK RAJ,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
175,,5db5cca76b94408e8443793136b69843,Komirisetty Polaiah,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
213,,b26c5c2e0cdd4b699b9654993156f943,Sigatapu Sai Sankar,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
270,,035d16e67eec45bba28567fe6534e837,Sai Kumar Pentala,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
269,,7058b03b89f741758c79857e03276bdf,Kunapareddy Sai Vinay Shyam Rajith,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
284,,b6781371e0864d23aeb37c1c2d6c888a,Amalraj M P,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
367,,b9679d8370e34ea5808822ba4f952be7,Abhina K P,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Takshasila University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
445,,1914c0a9df1b4b3f82e8808f5c2bd2f6,Mayank Pareek,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Vivekananda global University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
343,,5d0809df033844f29a73766b78f61d08,Lakkimsetty Sai Tarun,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
404,,e29f347f57d945909b430f3b9f982740,Akhil,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
346,,27e2e0713e464c9396c47b4a80f29874,Pashupati Nath Mishra,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Noida International University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
536,,0fbf3856b9cd474fa1cb24455fe9ed5c,Supriya T C,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
556,,13c0157755454d0d9abb1d3ba828370e,David Gollamudi,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
90,,2938ac428639489d8d73689fcd9b38f7,Mortha Rajesh,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""NSRIT University""}",payroll_converted,,,,,payroll_converted,Confirmed against uploaded payroll reference file,f,,,f,tech,,deployed,t,
71,,7ec636f5cee845e6a97271b3767b81fe,Sandeep Patro,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Aurora University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
81,,b2eb43aa06324cb88f9ced00e86fc52b,Thota Anjali Sri,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Malla Reddy Vishwavidyapeeth""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
59,,a0427c28f6d1481cbf7149efadca096c,GellaJanakipriya,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
68,,a1ca003c9d9945e7a51dedae90b500a4,Sneha Tripathi,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
83,,73c16a4e19e6482d8e87d74bcc00f67c,Deva R,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Annamacharya University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
43,,2170457f0b06414e8890e41ed4d754d0,Koilapu Mahesh Babu,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
102,,6977f7b734c04351b2717e0859b3c763,Devnath Sharma,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
77,,35ddde1735334341b5ca23ebfb6f916c,Manish Singh,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Vivekananda global University""}",needs_review,,,,Possible match: Kabir Singh (67% confidence). Review before merging.,,,f,,,f,tech,,deployed,f,
189,,595e020711064113abfb1091a5e78759,Vinay Kalva,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
108,,ae37cf174d7b480f850b5667680f0245,Siddu,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Malla Reddy Vishwavidyapeeth""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
206,,789e742ed26a44ca8661fc2ca6d18f92,Indiramoorthi,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Takshasila University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
228,,4fb3d96862144d73a6e5b86ccbe323cb,Sohel Shaik,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Sanjay Ghodawat University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
66,,f425af9c90d747b8bcd9260709f9acdb,Vunnam Indira,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
124,,36574ce0a8044b2ab0d0e4fc034fe4d5,Kudupudi Sai Kiran,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
198,,acbaa8687ad44474b7ca33d022b6fb74,Gayatri,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,{NRI},needs_review,,,,,,,f,,,f,tech,,deployed,f,
111,,a46b1e5340c34c7bacca00358218989a,Prince Kumar Deo,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Vivekananda global University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
50,,605b2b18b24a4ec3be870df3e61bd2c3,M. Tejaswini,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
157,,74cd90ff28344311bdb1dbb2c84051c9,Boya Yugandhar,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Chaitanya Deemed-to-be University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
222,,aa3c15f17f6a4ceab329fd976678d3c0,Vakiti Siddhartha,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
197,,a5e5ce80ad484b268af2d07832cce8a1,Kaviyarasu M,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Aurora University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
253,,43da0df5742d43b8a65d7bcaac8ef1f5,Saurabh Srivastava,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Subharti University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
338,,b65c10564c144062b1025601aec6046d,Bommu Chakravarthi,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Chalapathy (CITY)""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
250,,2c201c72025a485db846ce2a028efc05,Challa Pavan,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
374,,e9727d2b157c48b7a5a7ddf2aa0e61bb,Biradar Maheshwari,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,Possible match: Pranav Maheshwari (78% confidence). Review before merging.,,,f,,,f,tech,,in_training,f,
428,,77221e7ccc2c43a8aea39fdd4b03434e,Pranjul Singh,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,Possible match: Manjot Singh (69% confidence). Review before merging.,,,f,,,f,tech,,in_training,f,
474,,4e9ba65e7e294bf9a0909d06e08d0965,Tarak Sai Kakaraparthi,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,{NRI},needs_review,,,,,,,f,,,f,tech,,deployed,f,
347,,26dd50ff4f5843e484b5d2abd7934561,Kona Harish Kumar,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
500,,cc4930874c074b3093d051d5311a9bbc,Saba Parveen,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
78,,7882b4995fdc498896718d489eab1600,Aruri Akhila,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Nxtwave Institute of Advanced Technologies""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
69,,d569f5bddbb042649084dcb7cc4309b5,Shiwali,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
88,,78511e62463d4e32b4d1d0792638a3be,Maheswaran,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,{AMET},needs_review,,,,,,,f,,,f,tech,,deployed,f,
115,,4ec02deea5fb4e8f87f5fb9ff1186bda,Attar Asif,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Chaitanya Deemed-to-be University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
123,,48b5180431134db992ec5925170b8918,O K Sree Vardhan,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Chaitanya Deemed-to-be University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
121,,776755cf64414845b1cf4f0d07a0d78f,Dhakar Girish,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Vivekananda global University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
109,,2c10166b8d6a499882361a6239e853fe,Anurag Omprakash Fulare,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Sanjay Ghodawat University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
117,,95dbcb2a23c44c8abfb5e64bbf682435,Shujad abdulla,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Chaitanya Deemed-to-be University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
53,,375cd3f668ca4918b26ab9e0eccd825a,konka Sasikala,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
57,,c76e97d5d8b9495f8229f279fd9f06e6,BHUVAN NAGA SAI VADLAPUDI,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
126,,07c7a2fa3f9643988a26700e13df8f16,Nihal pandey,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Nxtwave Institute of Advanced Technologies""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
140,,ad4c24daad3f4dbfac14e09da00563ec,Saritha B,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
249,,fb0a19f6ec7742aa84932ec72b220e67,Sriramula Mahalaxmi,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
289,,92967cc3bb4b4d719386061cc7675a5b,Vidya Sagar Rathor,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Yenapoya University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
438,,3c4be18fa2134eb7b4191330053824f8,DUDEKULA MUTHUJAVALI,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Annamacharya University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
339,,bf715d0206a5441a9c086582805aaa20,Nallana Raghavendra,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Chaitanya Deemed-to-be University""}",needs_review,,,,Possible match: Kummari Raghavendra (68% confidence). Review before merging.,,,f,,,f,tech,,deployed,f,
325,,2313c55ba2e34c2dae74d17f9725ab6a,Vallepu Surya Kiran,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Aurora University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
377,,efa927e96cac404ba72dd3992376b3bc,Aastha Saurabh,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
534,,bd38825cf38943c790945a2533610d62,Priyanka,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,{S-VYASA},needs_review,,,,,,,f,,,f,tech,,deployed,f,
572,,bac022f750ee421b85513a14838f1c5c,Deepak,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,Possible match: Deepak R (75% confidence). Review before merging.,,,f,,,f,tech,,in_training,f,
581,,4db0770dd10d4f97aaf131a3837633d9,Para Hemanth,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Aurora University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
378,,c21f9b0125e64b50967e6e95b88f46b2,Uthara S,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Yenapoya University""}",payroll_converted,,,,,payroll_converted,Confirmed against uploaded payroll reference file,f,,,f,tech,,deployed,f,
132,,441d191a1d154446abe2afd916257e68,Anusha Poturi,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Aurora University""}",payroll_converted,,,,,payroll_converted,Confirmed against uploaded payroll reference file,f,,,f,tech,,deployed,t,
118,,2745b0b16e274bc09c680a47cae2720e,Devi pravallika,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Joy University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
101,,72ace012633f41b39089249bc10f3e65,M Vijay,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Malla Reddy University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
99,,0e64eaec50e84a1c88a4bce7c6946962,Siva ganesh Kamepalli,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
110,,8a2ba3ea26184ad8aff8f1c1962be3a2,Shaik Abbas,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Malla Reddy University""}",needs_review,,,,Possible match: Shaik Baji (64% confidence). Review before merging.,,,f,,,f,tech,,deployed,f,
129,,b2238e12b7bc40e1846a7c7b57a99e3b,Surakasi Deepak,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
114,,0a8a4606a8d848df8a5caa059ca22bdf,Praveen Kumar,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Noida International University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
120,,3dd5539e853b43afb1a74d7a586756a1,Shamarthi Sathish,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
93,,6d6aaae71cc5429aa6471dbad57bbbca,Juturu Yagna Sriya,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Chaitanya Deemed-to-be University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
125,,6a2f44ab11bd4c7ba6462bfab3b99d85,Gampala Anuhitha,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
84,,5f47d0c6369845779eb917dd0b79d34e,Erri Suvarna,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Malla Reddy University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
97,,408a7dc49f5d457eb179bbe48afc08fe,Meghana Reddy Komandla,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
208,,9198d1def20e48fbac08789de1942a20,Ankit Arora,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
191,,079d6bd8404a4001ad3e7fe8b55c0f4f,BHANU PRASAD Nampally,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
314,,2f71d7d42721423d867216c58a29bebf,Dangeti Saatwik Prasad Babu,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Chalapathy (CITY)""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
169,,f77b068d066846a78f97ec8237c4510d,Gumparthi Vaishnavi,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
230,,e3b0a815f6d34e508fd1c5091ee09047,Sai Sachin Mhapasekar,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
258,,aeb965aca4684fc08d0f02cb0795d567,U Rukmandar reddy,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Chaitanya Deemed-to-be University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
119,,51f90a895cc14d628025f2f306563a35,Ankhi Bandyopadhyay,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""SMR University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
92,,bc50625922f547b8b9182213c1ae6f6c,M. Sai Sudha,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Chalapathy (CITY)""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
403,,7f2290bb2c7a4e3193d12496ce42c203,Sankabattula Bhavani Prasad,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
137,,6dd172380f3a4061bd6fc543924da0c2,Bolladi Keerthi,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
162,,249c16d3bda146fdbf88676e263189f0,Akshat Singh,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Sanjay Ghodawat University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
138,,99d29120a7ec4bb6b0b2ffcaa2943857,Sruthi setti,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
65,,d732e226d9cd47b9acd8a52fe064f32b,R Vignesh,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Crescent University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
105,,fc14baf3b3d4484ebec2ea811b23c92d,Jasthi Lakshmi Narayana,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Malla Reddy University""}",needs_review,,,,Possible match: Lakshmi Narayanan (65% confidence). Review before merging.,,,f,,,f,tech,,deployed,f,
112,,6d116c6bf7e44edb88195467f4e54677,Nikita Sharma,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
155,,4e0a6108defd44d9947333a438fabc75,Cheduluru Meenakshi,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Yenapoya University Banglore""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
148,,720a488465fe407fbaa781c6a0aa58ae,Shaik Afroz,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Annamacharya University""}",needs_review,,,,Possible match: Shaik Abbas (64% confidence). Review before merging.,,,f,,,f,tech,,deployed,f,
134,,bec27842b9884c26999c0dcfe44b34ba,Thota jagadeesh,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""A Dy Patil University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
196,,a0eb717af722452581e280ba0c9e6745,Indrajit,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Geeta University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
166,,a0630befdca64d0bbb09e5b675af590b,Sandagonda Rakesh,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Aurora University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
143,,22a79fdd397448fe99f6e527f64f7fe3,Rishi Sharma,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
182,,eff89f7296594c9abb30f681fc5bc2b5,J V Ayyappan,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Crescent University""}",payroll_converted,,,,,payroll_converted,Confirmed against uploaded payroll reference file,f,,,f,tech,,deployed,t,
382,,c68b0b39bd1f41b5b09889ccb4270dc4,Surakshit Nautiyal,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Crescent University""}",payroll_converted,,,,,payroll_converted,Confirmed against uploaded payroll reference file,f,,,f,tech,,deployed,t,
149,,2e55bc8bc3c0450d933524bd18f98b00,GOPICA M,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,ENGLISH,Tejaswini Venkata,"{""Training Institute""}",needs_review,,,,,,,f,,,f,non_tech,,in_training,f,
153,,4dc3ca6c093745ec8f6789c84f23fd1f,Aishik,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Sanjay Ghodawat University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
131,,7ae16c9f3ea545308e42f7ea2d66b00b,Abhinav Pramanik,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
147,,a934da82b276463e9f062253dd520705,Ninitha H,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
135,,becca06a4a7f4b02b370cd9bdabdd725,Katuri Karthik,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
161,,2065a062440b407faa4aa70bc69ac5c1,Utsav Mishra,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Nxtwave Institute of Advanced Technologies""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
177,,0096e51554f449f5bbdb03007cd09218,Challakonda Bharath,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
